name,company,year,Price,kms_driven,fuel_type
Mahindra0KUV1000K80D060STR,Mahindra,2018,Ask0For0Price,"7,5000kms",Diesel
Used0bt0new0conditions0ta,Used,Zest,"2,55,000",,
Renault0Kwid01.0,Renault,2018,"2,90,000","2,1370kms",Petrol
Sale0tata,Sale,ture,"1,00,000",,
Tata0Venture0EX080STR,Tata,2013,"1,00,000","30,0000kms",Diesel
Maruti0Suzuki0Swift0Dzire0Tour0LXi,Maruti,2014,"3,15,000","44,0000kms",Petrol
Maruti0Suzuki0Alto0LX0BSII,Maruti,2002,Ask0For0Price,"56,0000kms",Petrol
Skoda0Octavia0Classic01.90TDI0MT,Skoda,2006,"1,14,990","65,0000kms",Diesel
Maruti0Suzuki0Omni0LPG0BS0IV,Maruti,2012,"1,20,000","1,60,0000kms",LPG
Chevrolet0Beat0Diesel,Chevrolet,2011,"1,25,000","56,0000kms",Diesel
Tata0Sumo0Gold0EX0BS0IV,Tata,2012,"2,10,000","75,0000kms",Diesel
Tata0indigo020170top0model..,Tata,emi,"1,70,000",,
Hyundai0Verna01.60CRDI0SX,Hyundai,2018,"8,55,000","42,0000kms",Diesel
Tata0Sumo0Gold0EX0BS0IV,Tata,2012,"2,10,000","75,0000kms",Diesel
Mahindra0Scorpio02.60CRDe,Mahindra,2007,"2,60,000","56,0000kms",Diesel
Maruti0Suzuki0Zen0LXi0BS0III,Maruti,2002,"95,000","10,5440kms",Petrol
Maruti0Suzuki0Swift0Dzire0VXi01.20BS0IV,Maruti,2011,"2,55,000","64,0000kms",Petrol
Mahindra0Scorpio0SLX02.60Turbo080Str,Mahindra,2008,"3,00,000","70,0000kms",Diesel
Hyundai0Grand0i100Sportz01.20Kappa0VTVT,Hyundai,2014,"3,40,000","25,0000kms",Petrol
Hyundai0Elite0i200Sportz01.2,Hyundai,2017,"5,50,000","15,0000kms",Petrol
Ford0Ikon01.60Nxt,Ford,2003,"60,000","50,0000kms",Petrol
Hyundai0Elite0i200Sportz01.2,Hyundai,2015,Ask0For0Price,"49,5000kms",Petrol
Tata0indigo,Tata,car,"1,50,000",,
Toyota0Innova02.50V070STR,Toyota,2011,"7,50,000","1,47,0000kms",Diesel
Nissan0Sunny0XL,Nissan,2011,"2,30,000","52,0000kms",Petrol
Chevrolet0Beat0LT0Diesel,Chevrolet,2012,"1,30,000","90,0010kms",Diesel
Maruti0Suzuki0Alto08000Lxi,Maruti,2017,"2,70,000","21,0000kms",Petrol
Maruti0Suzuki0Swift0VDi0BS0IV,Maruti,2012,"2,80,000","48,0060kms",Diesel
Maruti0Suzuki0Swift0VDi0BS0IV,Maruti,2012,"2,80,000","48,0060kms",Diesel
Maruti0Suzuki0Swift,Maruti,2012,"2,80,000","48,0060kms",Diesel
very0good0condition0tata0bolts0are0av,very,able,"2,00,000",,
Toyota0Innova02.00G4,Toyota,2012,"6,00,000","80,0000kms",Diesel
Sale0Hyundai0xcent0commerc,Sale,no.,Ask0For0Price,,
Maruti0Suzuki0Swift0VDi0ABS,Maruti,2010,"1,90,000","74,0000kms",Diesel
Hyundai0Elite0i200Asta01.2,Hyundai,2015,"5,00,000","22,0000kms",Petrol
Mahindra0XUV5000W10,Mahindra,2016,"10,65,000","41,0000kms",Diesel
Volkswagen0Polo0Trendline01.5L0D,Volkswagen,2015,"3,50,000","25,0000kms",Diesel
Toyota0Etios0Liva0Diesel,Toyota,2012,"3,50,000","85,0000kms",Diesel
Mahindra0TUV3000T40Plus,Mahindra,2016,"5,40,000","29,5000kms",Diesel
Hyundai0Elite0i200Asta01.2,Hyundai,2015,"4,70,000","30,0000kms",Petrol
Hyundai0Santro0Xing0GLS,Hyundai,2014,"1,79,000","57,0000kms",Petrol
Maruti0Suzuki0Zen0LXi0BS0III,Maruti,2003,"48,000","60,0000kms",Petrol
Maruti0Suzuki0Ciaz0ZXi0Plus0RS,Maruti,2016,"6,50,000","50,0000kms",Petrol
Hyundai0Eon0Era0Plus,Hyundai,2013,"1,90,000","39,7000kms",Petrol
Hyundai0Elantra01.80S,Hyundai,2012,"5,00,000","65,0000kms",Petrol
Maruti0Suzuki0Swift0VDi,Maruti,2010,"2,70,000","67,0000kms",Diesel
Maruti0Suzuki0Zen0Estilo0LXI0Green0CNG,Maruti,2008,"1,25,000","46,0000kms",Petrol
Hyundai0Eon0Era0Plus,Hyundai,2012,"1,88,000","38,0000kms",Petrol
Hyundai0Grand0i100Magna01.20Kappa0VTVT,Hyundai,2016,"3,80,000","27,0000kms",Petrol
Hyundai0Verna0Fluidic0New,Hyundai,2011,"3,65,000","43,0000kms",Diesel
Ford0EcoSport0Trend01.5L0Ti0VCT,Ford,2014,"4,65,000","47,0000kms",Petrol
Hyundai0i200Magna,Hyundai,2011,"2,40,000","42,0000kms",Petrol
Chevrolet0Beat0Diesel,Chevrolet,2016,"1,79,999","19,3360kms",Diesel
Tata0Indica0eV20LS,Tata,2015,"1,40,000","60,1050kms",Diesel
Jaguar0XF02.20Diesel0Luxury,Jaguar,2013,"21,90,000","29,0000kms",Diesel
Audi0Q502.00TDI0quattro0Premium0Plus,Audi,2014,"23,90,000","34,0000kms",Diesel
BMW030Series0320d0Sedan,BMW,2011,"10,75,000","35,0000kms",Diesel
Maruti0Suzuki0Swift0ZXi01.20BS0IV,Maruti,2015,"4,75,000","22,0000kms",Petrol
BMW0X10sDrive20d,BMW,2012,"10,25,000","41,0000kms",Diesel
Maruti0Suzuki0S0Cross0Sigma01.3,Maruti,2016,"6,15,000","21,0000kms",Diesel
Maruti0Suzuki0Ertiga0LDi,Maruti,2013,"4,75,000","48,0000kms",Diesel
Maruti0Suzuki0Alto0K100VXi0AMT,Maruti,2016,"2,70,000","38,0000kms",Petrol
Honda0City0SV,Honda,2014,"4,75,000","34,0000kms",Diesel
Volkswagen0Vento0Comfortline0Petrol,Volkswagen,2011,"2,40,000","45,9330kms",Petrol
Honda0City01.50EXi0New,Honda,2005,"1,20,000","68,0000kms",Petrol
Audi0A402.00TDI0177bhp0Premium,Audi,2016,"19,00,000","44,0000kms",Diesel
Mahindra0KUV100,Mahindra,2017,"3,60,000","35,0000kms",Diesel
Tata0Zest0XE0750PS0Diesel,Tata,2018,"4,50,000","1,02,5630kms",Diesel
Mahindra0XUV5000W8,Mahindra,2015,"9,00,000","28,6000kms",Diesel
Maruti0Suzuki0Swift0Dzire0Tour0VDi,Maruti,2017,"6,50,000","41,8000kms",Diesel
Tata0Sumo0Gold0LX0BS0IV,Tata,2014,"2,75,000","1,16,0000kms",Diesel
Maruti0Suzuki0Swift0Dzire0VXi01.20BS0IV,Maruti,2009,"2,10,000","59,0000kms",Petrol
Mahindra0Scorpio02.60SLX,Mahindra,2004,"1,75,000","58,0000kms",Diesel
Maruti0Suzuki0Omni080STR0BS0III,Maruti,2009,"85,000","45,0000kms",Petrol
Mitsubishi0Pajero0Sport0Limited0Edition,Mitsubishi,2015,"14,90,000","42,5900kms",Diesel
Renault0Duster,Renault,2014,"8,00,000","7,4000kms",Diesel
Volkswagen0Jetta0Comfortline01.90TDI0AT,Volkswagen,2009,"4,50,000","54,5000kms",Diesel
Maruti0Suzuki0Ertiga0Vxi,Maruti,2012,"10,00,000","2,00,0000kms",Diesel
Audi0A402.00TDI0177bhp0Premium,Audi,2013,"15,10,000","27,0000kms",Diesel
Volvo0S800Summum0D4,Volvo,2015,"18,50,000","42,0000kms",Diesel
Toyota0Corolla0Altis0VL0AT0Petrol,Toyota,2014,"7,90,000","29,0000kms",Petrol
Mitsubishi0Pajero0Sport02.50AT,Mitsubishi,2015,"17,25,000","37,0000kms",Diesel
Chevrolet0Beat0LT0Petrol,Chevrolet,2012,"1,35,000","36,0000kms",Petrol
BMW0X1,BMW,2011,"10,00,000","34,0000kms",Diesel
Datsun0Redi0GO0S,Datsun,2018,"2,99,999","7,0000kms",Petrol
Mercedes0Benz0C0Class0C02200CDI0Avantgarde,Mercedes,2009,"12,25,000","76,0000kms",Diesel
Mahindra0Scorpio0SLX,Mahindra,2004,"1,75,000","60,0000kms",Diesel
Volkswagen0Vento0Comfortline0Diesel,Volkswagen,2011,"2,00,000","95,0000kms",Diesel
Tata0Indigo0CS0GLS,Tata,2017,"2,70,000","50,0000kms",Diesel
Ford0Figo0Petrol0Titanium,Ford,2019,"5,25,000",000kms,Petrol
Honda0City0ZX0GXi,Honda,2006,"1,80,000","50,0000kms",Petrol
Maruti0Suzuki0Wagon0R0Duo0Lxi,Maruti,2008,"1,40,000","68,0000kms",Petrol
Ford0EcoSport0Trend01.5L0TDCi,Ford,2014,"4,00,000","16,0000kms",Petrol
Maruti0Suzuki0Swift0Dzire0VDi,Maruti,2016,"4,99,000","51,0000kms",Diesel
Maruti0Suzuki0Omni080STR0BS0III,Maruti,2009,"85,000","56,0000kms",Petrol
Maruti0Suzuki0Zen0LX0BSII,Maruti,2004,"70,000","1,00,0000kms",Petrol
Renault0Duster0RxL0Petrol,Renault,2015,"5,50,000","36,0000kms",Petrol
Maruti0Suzuki0Swift0VXi01.20BS0IV,Maruti,2014,"3,70,000","11,5230kms",Petrol
Maruti0Suzuki0Baleno0Zeta01.2,Maruti,2018,"6,90,000","1,0000kms",Petrol
Honda0WR0V0S0MT0Petrol,Honda,2009,"2,50,000","60,0000kms",Petrol
Tata0Indigo0CS0eLX0BS0IV,Tata,2016,"1,10,000","85,0000kms",Diesel
Renault0Duster01100PS0RxL0Diesel,Renault,2013,"4,90,000","38,6000kms",Diesel
Mahindra0Scorpio0LX0BS0III,Mahindra,2009,"3,20,000","95,5000kms",Diesel
Maruti0Suzuki0Zen0LXi0BS0III,Maruti,2004,"68,000","56,0000kms",Petrol
Maruti0Suzuki0Wagon0R0LXi0BS0III,Maruti,2014,"1,30,000","37,4580kms",Petrol
Maruti0Suzuki0SX40Celebration0Diesel,Maruti,2016,"9,70,000","85,9600kms",Diesel
Audi0A30Cabriolet0400TFSI,Audi,2015,"31,00,000","12,5160kms",Petrol
Hyundai0Eon0D0Lite0Plus,Hyundai,2018,"2,80,000","35,0000kms",Petrol
Maruti0Suzuki0Zen0Estilo0LXI0Green0CNG,Maruti,2009,"1,25,000",000kms,Petrol
Mahindra0Scorpio0SLX,Mahindra,2008,"2,85,000","80,0000kms",Diesel
I0want0to0sell0my0commercial0car0due0t,I,o...,"4,75,000",,
Hyundai0Santro0AE0GLS0Audio,Hyundai,2011,"1,65,000","45,0000kms",Petrol
i0want0sale0my0car.no0emi....uber0atta,i,d...,"3,20,000",,
Maruti0Suzuki0Swift0Dzire0Tour0VDi,Maruti,2009,"2,50,000","51,0000kms",Diesel
Mahindra0Scorpio0S4,Mahindra,2015,"8,65,000","30,0000kms",Diesel
Tata0ZEST060month0old,Tata,car,"3,70,000",,
Mahindra0Xylo0D20BS0IV,Mahindra,2011,"3,90,000","48,0000kms",Diesel
Hyundai0Santro,Hyundai,2003,"60,000","51,0000kms",Petrol
Chevrolet0Beat0LT0Diesel,Chevrolet,2015,"2,15,000","90,0000kms",Diesel
Maruti0Suzuki0Swift0Dzire0VDi,Maruti,2015,"4,75,000","43,0000kms",Diesel
Mahindra0XUV5000W8,Mahindra,2015,"8,99,000","53,0000kms",Diesel
Toyota0Fortuner03.004x40MT,Toyota,2013,"14,99,000","97,0000kms",Diesel
Maruti0Suzuki0Alto0K100VXi,Maruti,2013,"2,40,000","20,0000kms",Petrol
Hyundai0Getz0GLE,Hyundai,2007,"99,000","55,0000kms",Petrol
Maruti0Suzuki0Swift0Dzire0Tour0LDi,Maruti,2014,"2,60,000","1,20,0000kms",Diesel
Hyundai0Creta01.60SX,Hyundai,2019,"12,00,000",00kms,Petrol
Hyundai0Santro0Xing0XL0AT0eRLX0Euro0III,Hyundai,2007,"1,15,000","46,0000kms",Petrol
Hyundai0Santro0Xing0XL0eRLX0Euro0III,Hyundai,2009,"88,000","43,2000kms",Petrol
Mahindra0Xylo0D20BS0IV,Mahindra,2011,"3,90,000","56,0000kms",Diesel
Hyundai0Santro0Xing0XL0eRLX0Euro0III,Hyundai,2007,"1,35,000","42,0000kms",Petrol
Tata0Indica0V20DLS0BS0III,Tata,2009,"90,000","30,6000kms",Diesel
Hyundai0i100Sportz01.2,Hyundai,2011,"2,20,000","38,0000kms",Petrol
Hyundai0Grand0i100Magna01.20Kappa0VTVT,Hyundai,2017,"4,24,999","2,5500kms",Petrol
Hyundai0Santro0Xing0XL0AT0eRLX0Euro0III,Hyundai,2007,"1,35,000","47,0000kms",Petrol
Honda0City01.50E0MT,Honda,2005,"95,000","41,0000kms",Petrol
Nissan0Micra0XL,Nissan,2017,"4,30,000","62,5000kms",Diesel
Honda0City01.50S0Inspire,Honda,2005,"1,15,000","68,0000kms",Petrol
Maruti0Suzuki0Alto08000Lxi,Maruti,2015,"2,15,000","50,0000kms",Petrol
Maruti0Suzuki0Wagon0R0LX0BS0III,Maruti,2004,"53,000","69,0000kms",Petrol
Maruti0Suzuki0Ertiga0VDi,Maruti,2012,"5,00,000","48,0000kms",Diesel
Tata0Indica0eV20eXeta0eGLX,Tata,2012,"85,000","55,0000kms",Diesel
Maruti0Suzuki0Omni0E080STR0BS0IV,Maruti,2013,"1,65,000","25,0000kms",Petrol
Hyundai0Eon0Era0Plus,Hyundai,2014,"2,00,000","28,4000kms",Petrol
Hyundai0Eon,Hyundai,2014,"2,00,000","28,0000kms",Petrol
Maruti0Suzuki0Swift0LDi,Maruti,2015,"4,25,000","42,0000kms",Diesel
MARUTI0SUZUKI0ERTIGA0F,MARUTI,SALE,"6,50,000",,
Hyundai0Verna01.60CRDI0SX0Plus0AT,Hyundai,2012,"6,00,000","29,0000kms",Diesel
Chevrolet0Tavera0LS0B30100Seats0BSII,Chevrolet,2005,"1,30,000","68,4850kms",Diesel
Tata0Tiago0Revotron0XM,Tata,2018,"4,30,000","3,5000kms",Petrol
Tata0Tiago0Revotorq0XZ,Tata,2019,"5,68,500",00kms,Petrol
Tata0Nexon,Tata,2019,Ask0For0Price,00kms,Petrol
Tata,Tata,digo,Ask0For0Price,,
Maruti0Suzuki0Zen0LXi0BS0III,Maruti,2006,"71,000","32,0000kms",Petrol
Mahindra0KUV1000K80D060STR,Mahindra,2018,"5,60,000","8,0000kms",Diesel
Ford0EcoSport0Titanium01.50TDCi,Ford,2014,"5,90,000","34,0000kms",Diesel
Hindustan0Motors0Ambassador0Classic0Mark040–0Befo,Hindustan,1995,"7,50,000","37,0000kms",Petrol
Ford0Fusion01.40TDCi0Diesel,Ford,2007,"1,25,000","85,4550kms",Diesel
Hyundai0Santro0Xing0XL0AT0eRLX0Euro0III,Hyundai,2007,"1,35,000","46,0000kms",Petrol
Hyundai0Santro,Hyundai,2002,"60,000","47,0000kms",Petrol
Fiat0Linea0Emotion01.40L0T0Jet0Petrol,Fiat,2009,"1,20,000","64,0000kms",Petrol
Ford0Ikon01.30Flair0Josh0100,Ford,2008,"95,000","46,0000kms",Petrol
Maruti0Suzuki0Omni0E080STR0BS0IV,Maruti,2017,"2,40,000","8,0000kms",Petrol
Tata0Indica0V20LS,Tata,2012,"1,15,000","64,0000kms",Diesel
Mahindra0Scorpio0S4,Mahindra,2015,"7,95,000","63,0000kms",Diesel
Hyundai0Santro0Xing0XL0eRLX0Euro0III,Hyundai,2007,"55,000","65,0000kms",Petrol
Mahindra0Xylo0D2,Mahindra,2009,"3,00,000","62,0000kms",Diesel
Hyundai0Grand0i100Asta01.20Kappa0VTVT,Hyundai,2014,"3,20,000","41,0000kms",Petrol
Maruti0Suzuki0Alto08000Lxi,Maruti,2015,"2,65,000","14,0000kms",Petrol
Toyota0Corolla,Toyota,2006,"1,60,000","40,0000kms",Petrol
Hyundai0Eon0Magna,Hyundai,2017,"3,00,000","1,6000kms",Petrol
Tata0Sumo0Grande0MKII0GX,Tata,2010,"1,30,000","90,0000kms",Diesel
Maruti0Suzuki0Swift0VDi,Maruti,2011,"2,50,000","58,0000kms",Diesel
Volkswagen0Polo0Highline1.2L0P,Volkswagen,2013,"3,80,000","27,0000kms",Petrol
Maruti0Suzuki0Alto08000Lx,Maruti,2003,"42,000","60,0000kms",Petrol
Tata0Tiago0Revotron0XZ,Tata,2017,"4,00,000","31,0000kms",Petrol
Maruti0Suzuki0Swift0LDi,Maruti,2009,"1,20,000","90,0000kms",Diesel
Maruti0Suzuki0Swift0VDi,Maruti,2009,"1,20,000","90,0000kms",Diesel
Tata0Indigo0eCS,Tata,2016,"1,30,000","1,50,0000kms",Diesel
Chevrolet0Beat0LS0Diesel,Chevrolet,2014,"1,89,000","31,0000kms",Diesel
20120Tata0Sumo0Gold0f,2012,sell,"2,50,000",,
Mahindra0Xylo0E80BS0IV,Mahindra,2011,"3,65,000","43,0000kms",Diesel
Hyundai0Eon0D0Lite0Plus,Hyundai,2013,"1,70,000","20,0000kms",Petrol
Well0mentained0Tata0Sumo,Well,d0Ex,"3,80,000",,
all0paper0updated0tata0indica0v20and0u,all,n...,"1,45,000",,
Maruti0Ertiga0showroom0condition0with,Maruti,e...,"4,80,000",,
70SEATER0MAHINDRA0BOLERO0IN0VERY0GOOD,7,D...,Ask0For0Price,,
90SEATER0MAHINDRA0BOL,9,",0Ac",Ask0For0Price,,
scratch0less0Tata0I,scratch,go0.,"1,40,000",,
Maruti0Suzuki0swift0dzire0for0sale0in,Maruti,d...,"3,60,000",,
Commercial0Chevrolet0beat0for0sale0in,Commercial,k...,"1,80,000",,
urgent0sell0my0Mahindra0qu,urgent,o0c4,"3,50,000",,
Tata0Sumo0Gold0FX0BSIII,Tata,2013,"2,15,000","1,00,0000kms",Petrol
sell0my0car0Maruti0Suzuki0Swif,sell,zire,"3,00,000",,
Maruti0Suzuki0Swift0Dzire0good0car0fo,Maruti,o...,"3,10,000",,
Hyunda,Hyundai,cent,Ask0For0Price,,
Commercial0Maruti0Suzuki0Alto0Lxi0800,Commercial,...,Ask0For0Price,,
urgent0sale0Ta,urgent,Sumo,"2,20,000",,
Maruti0Suzuki0Alto0vxi0t,Maruti,cab,"95,000",,
tata,tata,t0xe,Ask0For0Price,,
TATA0INDI,TATA,EV2,"1,10,000",,
Tata0Nano,Tata,2013,"60,000","7,0000kms",Petrol
Hyundai0Elite0i20,Hyundai,2017,"5,99,999","31,0000kms",Petrol
Hyundai0i100Magna01.20Kappa2,Hyundai,2009,"4,00,000","33,0000kms",Petrol
Hyundai0Creta,Hyundai,2016,"9,00,000","60,0000kms",Diesel
Volkswagen0Polo,Volkswagen,2013,"2,99,999","48,0000kms",Diesel
Maruti0Suzuki0Dzire,Maruti,2014,"3,74,999","33,0000kms",Petrol
Tata0Bolt0XM0Petrol,Tata,2015,"6,00,000","15,0000kms",Petrol
Maruti0Suzuki0Alto08000Lx,Maruti,2005,"70,000","47,0000kms",Petrol
Maruti0Suzuki0Alto,Maruti,2005,"1,00,000","40,0000kms",Petrol
Hyundai0Venue,Hyundai,2019,Ask0For0Price,"7,0000kms",Diesel
Maruti0Suzuki0Ritz,Maruti,2010,"1,50,000","38,0000kms",Diesel
Maruti0Suzuki0Alto08000Lxi,Maruti,2017,"2,25,000","12,5000kms",Petrol
Maruti0Suzuki0Dzire,Maruti,2009,"2,10,000","42,0000kms",Petrol
Renault0Lodgy,Renault,2016,Ask0For0Price,"20,0000kms",Diesel
Hyundai0i200Asta,Hyundai,2014,"4,25,000","31,0000kms",Petrol
Maruti0Suzuki0Swift0Select0Variant,Maruti,2008,"1,62,000","60,0000kms",Diesel
Tata0Indica0V20DLX0BS0III,Tata,2005,"60,000","80,0000kms",Diesel
Mahindra0Scorpio0VLX02.20mHawk0Airbag0BSIV,Mahindra,2014,"6,50,000","77,0000kms",Diesel
Toyota0Innova02.50E080STR,Toyota,2012,"7,50,000","75,0000kms",Diesel
Mahindra0Xylo0E8,Mahindra,2010,"3,75,000","40,0000kms",Diesel
Hyundai0i200Magna01.2,Hyundai,2011,"2,30,000","47,0000kms",Petrol
Maruti0Suzuki0Omni,Maruti,2000,"35,999","60,0000kms",Petrol
Mahindra0KUV100,Mahindra,2016,"3,80,000","26,5000kms",Petrol
Mahindra0KUV1000K8060STR,Mahindra,2019,"5,60,000","2,8750kms",Petrol
Datsun0Go0Plus,Datsun,2016,"2,85,000","13,9000kms",Petrol
Ford0Endeavor04x40Thunder0Plus,Ford,2019,"29,00,000","9,0000kms",Diesel
Tata0Indica0V2,Tata,2005,"39,999","80,0000kms",Diesel
Hyundai0Santro0Xing0GL,Hyundai,2006,"85,000","60,0000kms",Petrol
Maruti0Suzuki0Wagon0R01.00VXi,Maruti,2016,"3,95,000","20,0000kms",Petrol
Maruti0Suzuki0Swift0Select0Variant,Maruti,2008,"1,75,000","58,0000kms",Diesel
Maruti0Suzuki0Alto08000Lx,Maruti,2019,"4,00,000","1,5000kms",Petrol
Toyota0Innova02.50Z0Diesel070Seater,Toyota,2011,"7,50,000","75,0000kms",Diesel
Any0type0car0avaiabel0hare...comercica,Any,r...,"1,70,000",,
Maruti0Suzuki0Alto0800,Maruti,2016,"2,50,000","2,4500kms",Petrol
Maruti0Suzuki0Alto0AX,Maruti,2019,"4,25,000","1,6250kms",Petrol
Maruti0Suzuki0Alto08000Lx,Maruti,2019,Ask0For0Price,"1,5000kms",Petrol
Volkswagen0Polo0Highline1.2L0P,Volkswagen,2017,"5,25,000","45,0000kms",Petrol
Mahindra0Logan,Mahindra,2009,"1,30,000","65,0000kms",Diesel
Maruti0Suzuki08000Std0BS0III,Maruti,2000,"30,000","33,4000kms",Petrol
Mahindra0Scorpio,Mahindra,2011,"4,75,000","60,1230kms",Diesel
Chevrolet0Sail01.20LS,Chevrolet,2013,"3,00,000","28,0000kms",Petrol
Volkswagen0Vento0Highline0Plus01.50Diesel,Volkswagen,2015,Ask0For0Price,"38,9000kms",Diesel
Hyundai0Santro0AE0GLS0Audio,Hyundai,2003,"60,000","70,0000kms",Petrol
Maruti0Suzuki0Wagon0R0VXi0Minor,Maruti,2006,"1,00,000","7,0000kms",Petrol
Hyundai0Eon,Hyundai,2018,"2,60,000","25,0000kms",Petrol
Tata0Manza,Tata,2015,"1,00,000","1,00,0000kms",Diesel
Toyota0Innova02.00G10Petrol08seater,Toyota,2019,Ask0For0Price,"4,0000kms",Petrol
Toyota0Etios0G,Toyota,2013,"2,65,000","42,0000kms",Petrol
Hyundai0Getz0Prime01.30GLX,Hyundai,2009,"1,15,000","20,0000kms",Petrol
Toyota0Qualis,Toyota,2003,"1,80,000","1,00,0000kms",Diesel
Hyundai0Santro0Xing,Hyundai,2004,"45,000","1,37,4950kms",Petrol
Tata0Indica0eV20LS,Tata,2016,"50,500","91,2000kms",Diesel
Honda0City01.50S0MT,Honda,2009,"2,70,000","55,0000kms",Petrol
Tata0Zest0XE0750PS0Diesel,Tata,2017,"2,90,000","1,20,0000kms",Diesel
Mahindra0Quanto0C4,Mahindra,2013,"3,25,000","63,0000kms",Diesel
Tata0Indigo0eCS0LX0CR40BS0IV,Tata,2016,"1,60,000","1,04,0000kms",Diesel
Maruti0Suzuki0Swift0Dzire,Maruti,2016,"3,50,000","1,46,0000kms",Diesel
Hyundai0Elite0i20,Hyundai,2011,"2,90,000","40,0000kms",Petrol
Hyundai0i200Select0Variant,Hyundai,2011,"2,90,000","40,0000kms",Petrol
Chevrolet0Tavera0Neo,Chevrolet,2007,"4,65,000","1,00,8000kms",Diesel
Maruti0Suzuki0Dzire,Maruti,2016,"3,25,000","1,50,0000kms",Diesel
Hyundai0Elite0i20,Hyundai,2018,"5,10,000","2,1000kms",Petrol
Honda0City0VX0Petrol,Honda,2016,"8,60,000","95,0000kms",Petrol
Maruti0Suzuki0Dzire,Maruti,2016,"4,50,000","2,5000kms",Diesel
Hyundai0Getz,Hyundai,2006,"1,25,000","80,0000kms",Petrol
Mercedes0Benz0C0Class02000K0MT,Mercedes,2006,"5,00,001","15,0000kms",Petrol
Maruti0Suzuki0Alto0LXi0BS0III,Maruti,2005,"95,000","65,0000kms",Petrol
Maruti0Suzuki0Swift0Dzire0Tour0VDi,Maruti,2009,"2,50,000","51,0000kms",Diesel
Skoda0Fabia,Skoda,2009,"1,10,000","45,0000kms",Petrol
Maruti0Suzuki0Alto08000Select0Variant,Maruti,2015,Ask0For0Price,"70,0000kms",Petrol
Maruti0Suzuki0Ritz0VXI0ABS,Maruti,2011,"2,70,000","50,0000kms",Petrol
tata0zest020170f,tata,sale,"4,50,000",,
Tata0Indica0V20DLE0BS0III,Tata,2009,"1,10,000","30,0000kms",Diesel
Toyota0Corolla0Altis,Toyota,2009,"3,00,000","1,32,0000kms",Petrol
Ta,Tara,zest,"3,10,000",,
Tata0Zest0XM0Diesel,Tata,2018,"2,60,000","27,0000kms",Diesel
Mahindra0Quanto0C8,Mahindra,2013,"3,90,000","40,0000kms",Diesel
Honda0Amaze01.20E0i0VTEC,Honda,2014,"1,80,000",Petrol,
Chevrolet0Sail01.20LT0ABS,Chevrolet,2014,"1,60,000",Petrol,
